,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
102,Young,Yes,Travel_Frequently,Very High,Research & Development,Normal,Bachelor,Life Sciences,Very High,Female,Average,Medium,1,Laboratory Technician,Medium,Single,Average,High,1,Yes,High,Excellent,Medium,0,<= 6 years,5,Better,<= 3 years,<= 2 years,1 year,<= 2 years
103,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Other,Low,Female,Low,High,2,Research Scientist,High,Single,Average,Average,1,No,Average,Excellent,High,0,Over 15 years,3,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
104,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,College,Life Sciences,High,Male,Very High,Medium,2,Healthcare Representative,Medium,Divorced,High,High,5,No,Average,Excellent,Very High,1,Over 15 years,2,Best,<= 3 years,<= 2 years,None,<= 2 years
105,Old,No,Non-Travel,Very High,Human Resources,Short,Master,Human Resources,High,Female,Low,Medium,5,Manager,Medium,Married,Very High,Very High,9,No,Very High,Outstanding,Very High,1,Over 15 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
106,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Life Sciences,Low,Female,High,High,5,Research Director,High,Married,Very High,Average,3,Yes,Very High,Excellent,Low,0,Over 15 years,1,Good,6 to 9 years,3 years,None,4 to 7 years
107,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Normal,Bachelor,Marketing,High,Male,Low,Medium,2,Sales Executive,Medium,Single,High,Very High,1,Yes,Low,Excellent,Very High,0,<= 6 years,1,Better,6 to 9 years,4 to 7 years,None,3 years
108,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,Very High,Male,Average,Medium,1,Research Scientist,Medium,Married,Low,Very High,1,No,Low,Excellent,High,2,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
109,Young,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Female,Average,High,1,Laboratory Technician,High,Single,Low,Very High,1,No,High,Excellent,High,0,<= 6 years,5,Better,<= 3 years,<= 2 years,None,<= 2 years
110,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Master,Medical,Low,Female,Low,Medium,3,Healthcare Representative,Medium,Single,High,Very High,3,No,Very High,Outstanding,High,0,Over 15 years,1,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
111,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Male,Average,Low,2,Laboratory Technician,Low,Single,High,Very High,1,Yes,Very High,Outstanding,Very High,0,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
112,Middle-Age,No,Non-Travel,Very High,Human Resources,Very Long,Bachelor,Human Resources,Very High,Female,Low,Very High,4,Manager,Very High,Single,Very High,Average,2,Yes,Low,Excellent,High,0,Over 15 years,3,Better,4 to 5 years,3 years,Over 3 years,Over 7 years
113,Young,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Life Sciences,Medium,Male,Average,High,1,Laboratory Technician,High,Married,Low,Average,0,No,Low,Excellent,High,1,<= 6 years,2,Better,4 to 5 years,3 years,1 year,<= 2 years
114,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Life Sciences,High,Female,Low,Medium,2,Research Scientist,Medium,Divorced,Average,High,6,No,High,Excellent,High,1,11 to 15 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
115,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Life Sciences,High,Male,Very High,High,3,Sales Executive,High,Single,High,High,2,No,Low,Excellent,Low,0,11 to 15 years,3,Better,4 to 5 years,3 years,1 year,3 years
116,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Medical,High,Female,Low,Medium,3,Manager,Medium,Single,Very High,Low,2,No,Low,Excellent,Very High,0,11 to 15 years,6,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
117,Middle-Age,No,Travel_Frequently,Very High,Sales,Long,College,Technical Degree,Medium,Female,Very High,High,3,Sales Executive,High,Married,Very High,Very High,0,No,Average,Excellent,High,1,7 to 10 years,6,Better,6 to 9 years,4 to 7 years,2 to 3 years,Over 7 years
118,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Life Sciences,Low,Female,Low,High,1,Laboratory Technician,High,Divorced,Low,Low,5,No,Very High,Outstanding,Low,1,7 to 10 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
119,Middle-Age,No,Travel_Frequently,Very High,Sales,Very Long,College,Life Sciences,High,Male,Very High,High,4,Manager,High,Married,Very High,High,1,Yes,Low,Excellent,Very High,2,Over 15 years,3,Best,Over 9 years,Over 7 years,Over 3 years,Over 7 years
120,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Male,Very High,Low,1,Research Scientist,Low,Divorced,Low,Very High,1,No,Very High,Outstanding,High,3,7 to 10 years,2,Good,Over 9 years,4 to 7 years,None,Over 7 years
121,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,College,Marketing,High,Male,Very High,High,2,Sales Executive,High,Married,High,High,0,No,Average,Excellent,Low,1,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,None,4 to 7 years
122,Old,Yes,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,Medium,Female,High,High,1,Research Scientist,High,Married,High,Low,9,Yes,High,Excellent,Low,3,7 to 10 years,2,Better,4 to 5 years,4 to 7 years,Over 3 years,3 years
123,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Low,Male,Average,High,5,Research Director,High,Single,Very High,Low,7,No,Average,Excellent,High,0,Over 15 years,5,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
124,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Medium,Male,High,Low,2,Sales Executive,Low,Married,High,Very High,4,Yes,High,Excellent,Medium,0,11 to 15 years,3,Good,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
125,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Other,High,Female,Low,Medium,1,Research Scientist,Medium,Married,Low,Very High,1,No,Very High,Excellent,High,0,<= 6 years,3,Good,4 to 5 years,4 to 7 years,Over 3 years,3 years
126,Old,Yes,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,Very High,Female,Very High,High,3,Healthcare Representative,High,Married,Very High,Low,1,No,Low,Excellent,Very High,1,Over 15 years,3,Good,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
127,Young,Yes,Travel_Rarely,Very High,Sales,Very Long,Below College,Marketing,Very High,Male,Average,High,1,Sales Representative,High,Single,Low,Very High,1,Yes,Very High,Excellent,Very High,0,<= 6 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
128,Young,No,Travel_Rarely,Very High,Research & Development,Short,Below College,Technical Degree,High,Male,Very High,High,1,Laboratory Technician,High,Married,Low,High,0,No,Average,Excellent,High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
129,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,High,Female,Very High,High,2,Manufacturing Director,High,Married,High,Low,1,No,Average,Excellent,High,0,Over 15 years,2,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
130,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Female,High,Very High,1,Research Scientist,Very High,Single,Average,High,4,No,Low,Excellent,Very High,0,Over 15 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
131,Middle-Age,No,Travel_Frequently,Very High,Sales,Long,Bachelor,Marketing,High,Female,High,High,3,Sales Executive,High,Single,Very High,Low,4,No,Low,Excellent,Very High,0,Over 15 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
132,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,Medium,Female,High,Low,2,Sales Executive,Low,Married,Average,Very High,3,Yes,Low,Excellent,High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
133,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Below College,Life Sciences,High,Male,Very High,High,3,Sales Executive,High,Divorced,High,Very High,3,Yes,Average,Excellent,High,1,11 to 15 years,2,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
134,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Very Long,Below College,Life Sciences,High,Female,Average,High,1,Human Resources,High,Married,Average,Average,1,No,Very High,Outstanding,Very High,1,7 to 10 years,3,Better,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
135,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Medical,Medium,Male,Very High,High,2,Manufacturing Director,High,Divorced,High,Low,6,No,Very High,Outstanding,Very High,2,7 to 10 years,0,Better,<= 3 years,<= 2 years,None,<= 2 years
136,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Long,Master,Life Sciences,Low,Male,Average,Low,3,Manufacturing Director,Low,Single,Very High,Very High,2,No,High,Excellent,Very High,0,Over 15 years,2,Better,4 to 5 years,<= 2 years,None,3 years
137,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Life Sciences,Very High,Female,Low,Medium,2,Sales Executive,Medium,Married,High,High,4,No,Average,Excellent,High,1,Over 15 years,1,Best,Over 9 years,Over 7 years,Over 3 years,Over 7 years
138,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,Low,Male,Low,Medium,2,Sales Executive,Medium,Married,Very High,Very High,2,No,High,Excellent,Very High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
139,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Long,Bachelor,Human Resources,High,Male,Low,High,2,Human Resources,High,Married,High,Average,0,Yes,Very High,Excellent,Very High,0,11 to 15 years,2,Bad,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
140,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Low,Female,Low,High,1,Laboratory Technician,High,Single,Average,Average,7,No,Very High,Outstanding,Low,0,7 to 10 years,2,Best,4 to 5 years,4 to 7 years,None,Over 7 years
141,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,High,Male,High,High,1,Research Scientist,High,Single,Average,Average,5,No,Average,Excellent,Medium,0,7 to 10 years,2,Good,6 to 9 years,4 to 7 years,None,3 years
142,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Doctor,Technical Degree,Very High,Female,Low,High,2,Research Scientist,High,Single,Average,Low,3,Yes,Very High,Outstanding,Medium,0,Over 15 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
143,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,Low,Female,High,High,1,Research Scientist,High,Single,Low,Very High,1,No,Average,Excellent,High,0,<= 6 years,4,Good,4 to 5 years,4 to 7 years,None,Over 7 years
144,Middle-Age,No,Travel_Frequently,Very High,Sales,Long,College,Medical,Very High,Male,Low,Low,2,Sales Executive,Low,Divorced,Average,Very High,0,No,High,Excellent,Very High,3,7 to 10 years,2,Best,6 to 9 years,4 to 7 years,None,4 to 7 years
145,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Technical Degree,Very High,Female,Very High,High,1,Research Scientist,High,Divorced,Average,Average,5,No,Average,Excellent,Very High,1,7 to 10 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
146,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Below College,Medical,Medium,Male,Low,Medium,1,Laboratory Technician,Medium,Single,Low,Average,0,No,Average,Excellent,Very High,0,<= 6 years,3,Better,4 to 5 years,3 years,1 year,<= 2 years
147,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Bachelor,Life Sciences,Very High,Male,Very High,Medium,4,Manager,Medium,Divorced,Very High,Average,4,No,Average,Excellent,Medium,1,Over 15 years,2,Good,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
148,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,High,Male,Very High,High,1,Laboratory Technician,High,Married,Low,Low,2,No,Very High,Outstanding,Very High,1,7 to 10 years,2,Better,4 to 5 years,<= 2 years,1 year,Over 7 years
149,Young,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,Medium,Female,High,High,1,Laboratory Technician,High,Single,Low,High,1,No,Average,Excellent,Very High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
150,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Female,Average,High,2,Research Scientist,High,Divorced,High,Average,1,No,Low,Excellent,Low,1,Over 15 years,2,Better,Over 9 years,4 to 7 years,2 to 3 years,Over 7 years
151,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Doctor,Marketing,High,Male,Very High,High,3,Sales Executive,High,Married,High,Average,1,No,Average,Excellent,Low,2,7 to 10 years,3,Better,Over 9 years,Over 7 years,None,4 to 7 years
152,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,College,Marketing,Medium,Male,Low,High,2,Sales Representative,High,Married,Low,High,2,Yes,Very High,Outstanding,Very High,1,11 to 15 years,3,Bad,6 to 9 years,4 to 7 years,Over 3 years,4 to 7 years
153,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Medium,Male,Average,High,2,Laboratory Technician,High,Divorced,Low,Average,8,No,High,Excellent,High,1,Over 15 years,2,Bad,Over 9 years,Over 7 years,None,Over 7 years
154,Middle-Age,No,Travel_Frequently,Very High,Sales,Long,Bachelor,Marketing,Medium,Female,Low,High,3,Sales Executive,High,Single,Very High,High,1,No,Average,Excellent,Very High,0,7 to 10 years,2,Better,6 to 9 years,Over 7 years,2 to 3 years,4 to 7 years
155,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Below College,Technical Degree,Very High,Male,Low,High,2,Manufacturing Director,High,Married,Average,Very High,1,No,Average,Excellent,Low,1,7 to 10 years,1,Better,Over 9 years,4 to 7 years,None,Over 7 years
156,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Master,Medical,Medium,Male,Low,Medium,2,Manufacturing Director,Medium,Married,High,Average,2,No,High,Excellent,High,0,7 to 10 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
157,Old,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Medium,Female,High,Medium,1,Research Scientist,Medium,Married,Average,Average,4,Yes,Very High,Outstanding,Medium,1,7 to 10 years,3,Good,<= 3 years,<= 2 years,None,<= 2 years
158,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Marketing,High,Male,High,Medium,3,Sales Executive,Medium,Married,Very High,Average,7,No,Low,Excellent,Low,1,11 to 15 years,2,Good,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
159,Middle-Age,No,Travel_Frequently,Very High,Sales,Short,Master,Marketing,High,Female,High,High,1,Sales Representative,High,Married,Low,Average,6,No,High,Excellent,Very High,1,<= 6 years,3,Better,4 to 5 years,3 years,1 year,<= 2 years
160,Young,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Medical,High,Male,High,High,1,Research Scientist,High,Married,Low,Average,1,No,Very High,Outstanding,Low,2,<= 6 years,6,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
161,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Bachelor,Medical,Very High,Male,Average,High,1,Research Scientist,High,Divorced,Low,Low,6,No,High,Excellent,Very High,1,<= 6 years,1,Bad,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
162,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,High,Male,Low,High,1,Research Scientist,High,Married,Low,Low,1,No,Low,Excellent,High,1,<= 6 years,2,Bad,4 to 5 years,<= 2 years,None,<= 2 years
163,Old,No,Travel_Rarely,Very High,Research & Development,Very Long,College,Life Sciences,High,Male,High,Very High,3,Healthcare Representative,Very High,Divorced,Very High,Very High,3,Yes,High,Excellent,Medium,1,11 to 15 years,2,Bad,4 to 5 years,3 years,1 year,Over 7 years
164,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Bachelor,Medical,High,Male,High,Medium,1,Research Scientist,Medium,Divorced,Low,Very High,1,Yes,High,Excellent,Very High,1,<= 6 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
165,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,High,Female,Average,High,5,Manager,High,Single,Very High,High,3,No,High,Excellent,Medium,0,Over 15 years,5,Better,4 to 5 years,4 to 7 years,Over 3 years,Over 7 years
166,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Low,Male,Average,High,1,Research Scientist,High,Divorced,Low,Low,4,No,Low,Excellent,Low,1,11 to 15 years,2,Better,6 to 9 years,Over 7 years,1 year,Over 7 years
167,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Life Sciences,Medium,Female,Low,High,3,Sales Executive,High,Married,Very High,Average,2,No,Low,Excellent,High,1,11 to 15 years,2,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
168,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Master,Life Sciences,Low,Female,Average,Medium,2,Sales Executive,Medium,Single,Very High,Average,4,No,Very High,Outstanding,High,0,11 to 15 years,2,Best,6 to 9 years,3 years,None,4 to 7 years
169,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Doctor,Life Sciences,High,Male,Low,High,1,Research Scientist,High,Single,Average,Average,3,No,Very High,Outstanding,Low,0,7 to 10 years,2,Better,4 to 5 years,4 to 7 years,1 year,Over 7 years
170,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Technical Degree,High,Male,Average,High,1,Research Scientist,High,Married,Average,Average,0,Yes,High,Excellent,Very High,1,<= 6 years,3,Good,4 to 5 years,<= 2 years,1 year,<= 2 years
171,Young,Yes,Travel_Frequently,Very High,Sales,Short,Below College,Technical Degree,High,Female,Very High,Low,1,Sales Representative,Low,Single,Low,Very High,0,No,Very High,Outstanding,Low,0,<= 6 years,5,Best,<= 3 years,<= 2 years,None,<= 2 years
172,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Normal,College,Medical,Very High,Male,Low,High,1,Laboratory Technician,High,Single,Low,High,4,No,Low,Excellent,High,0,11 to 15 years,3,Good,6 to 9 years,4 to 7 years,Over 3 years,<= 2 years
173,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Bachelor,Medical,High,Male,Average,High,2,Laboratory Technician,High,Divorced,Average,Average,1,No,Low,Excellent,High,2,11 to 15 years,4,Better,Over 9 years,Over 7 years,Over 3 years,Over 7 years
